0,874,120,62,89
0,873
1,873
1,873
1,873
2,873
2,873
2,872
3,873
5,872
12,872
20,872
28,872
36,871
46,872
54,871
62,871
70,871
78,870
87,870
95,870
103,869
113,869
122,869
132,869
141,870
150,871
159,872
168,874
179,876
188,877
197,878
206,879
216,879
225,880
234,880
244,880
253,880
263,880
272,879
281,879
290,879
300,878
310,877
319,877
328,876
337,876
347,876
356,875
365,875
375,874
385,874
394,874
403,874
412,874
421,874
431,874
441,874
450,874
459,875
468,875
478,876
487,876
496,876
505,876
516,876
525,876
534,876
543,875
552,875
562,875
571,874
581,874
590,874
600,874
609,874
618,874
627,873
636,873
647,872
656,872
665,872
674,872
684,871
693,871
702,871
712,870
721,870
731,870
740,870
749,870
758,870
768,872
778,873
787,875
796,877
805,878
815,879
824,880
833,880
843,880
852,881
862,881
871,881
880,880
889,880
899,879
909,879
918,879
927,878
936,877
946,877
955,877
964,877
974,876
984,876
993,876
1002,874
1012,875
1022,874
1033,875
1044,875
1054,875
1064,875
1075,876
1085,876
1095,876
1106,877
1117,877
1127,877
1137,877
1147,877
1158,876
1168,876
1179,876
1189,876
1200,875
1210,875
1220,875
1230,874
1242,874
1252,873
1262,873
1272,873
1283,873
1293,872
1303,872
1314,871
1325,871
1335,871
1345,871
1355,870
1366,870
1377,870
1387,870
1397,870
1408,870
1418,871
1428,872
1439,875
1449,876
1460,878
1470,879
1480,880
1490,881
1501,881
1512,881
1522,881
1532,881
1543,881
1553,880
1563,880
1574,879
1585,878
1595,878
1605,877
1615,877
1626,876
1636,876
1647,876
1657,875
1668,875
1678,875
1688,875
1698,874
1710,875
1720,875
1730,875
1740,875
1751,875
1761,876
1772,876
1782,876
1793,876
1803,876
1813,876
1823,876
1833,875
1845,875
1855,875
1865,874
1875,874
1886,874
1896,873
1907,873
1917,872
1928,872
1938,871
1948,871
1958,871
1969,871
1980,870
1990,870
2000,870
2011,870
2021,869
2031,870
2042,869
2053,869
2063,869
2073,869
2083,869
2094,870
2105,870
2115,872
2125,873
2136,875
2146,877
2156,879
2166,879
2178,880
2188,880
2198,880
2208,880
2219,880
2229,879
2240,879
2250,878
2260,878
2271,877
2281,877
2291,876
2301,876
2313,875
2323,875
2333,874
2343,874
2354,874
2364,873
2375,873
2385,873
2396,873
2406,873
2416,874
2426,874
2438,874
2448,874
2458,874
2468,875
2479,875
2489,875
2499,875
2510,875
2521,874
2531,875
2541,874
2551,873
2562,873
2573,873
2583,873
2593,872
2604,872
2614,871
2624,871
2634,871
2646,871
2656,870
2666,870
2676,870
2686,870
2697,870
2708,870
2718,869
2728,869
2739,869
2749,868
2759,868
2770,868
2781,868
2791,869
2801,870
2811,870
2822,872
2832,874
2843,876
2853,877
2864,878
2874,879
2884,879
2894,879
2906,879
2916,879
2926,878
2936,878
2947,877
2957,877
2967,877
2978,876
2989,876
2999,875
3009,875
3019,874
3030,874
3041,873
3051,873
3061,872
3072,873
3082,872
3092,873
3103,872
3113,873
3124,872
3134,873
3144,873
3154,873
3165,873
3176,873
3186,873
3196,873
3207,873
3217,873
3227,873
3238,872
3249,872
3259,871
3269,871
3279,870
3290,870
3300,870
3311,870
3321,869
3332,869
3342,869
3352,869
3362,869
3374,868
3384,868
3394,868
3404,868
3415,868
3425,867
3436,868
3446,868
3457,867
3467,867
3477,868
3487,869
3497,870
3509,871
3519,872
3529,874
3539,876
3550,877
3560,878
3571,878
3581,878
3592,878
3602,878
3612,878
3622,877
3633,877
3644,876
3654,875
3664,875
3675,874
3685,874
3695,873
3706,873
3717,872
3727,872
3737,872
3747,871
3758,871
3769,871
3779,871
3789,871
3800,871
3810,871
3820,872
3830,871
3842,872
3852,871
3862,872
3872,871
3883,871
3893,871
3904,871
3914,871
3924,870
3935,870
3945,869
3955,869
3965,869
3977,869
3987,869
3997,868
4007,868
4018,868
4028,868
4039,868
4049,868
4060,867
4070,867
4080,867
4090,867
4102,867
4112,867
4122,867
4132,866
4143,867
4153,868
4163,869
4174,870
4185,871
4195,873
4205,875
4215,876
4226,876
4237,877
4247,877
4257,877
4268,877
4278,876
4288,876
4298,875
4310,875
4320,874
4330,874
4340,873
4350,873
4361,872
4372,871
4382,871
4392,871
4403,870
4413,870
4423,870
4434,869
4445,870
4455,870
4465,870
4475,870
4486,870
4496,870
4507,870
4517,870
4528,870
4538,870
4548,870
4558,870
4570,870
4580,869
4590,869
4600,868
4611,868
4621,868
4631,868
4642,867
4653,867
4663,867
4673,867
4683,867
4694,867
4705,866
4715,867
4725,867
4736,866
4746,866
4756,866
4767,866
4777,866
4788,867
4798,867
4808,868
4818,869
4829,871
4840,872
4850,874
4860,875
4871,876
4881,876
4891,876
4902,876
4913,876
4923,876
4933,875
4943,875
4954,875
4964,874
4975,874
4985,873
4996,872
5006,872
5016,871
5026,871
5038,870
5048,871
5058,870
5068,870
5079,870
5089,870
5100,870
5110,870
5121,870
5131,870
5141,871
5151,870
5161,870
5173,870
5183,870
5193,870
5203,870
5214,869
5224,869
5235,869
5245,868
5256,868
